px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-4.45261	2.44677	5.28157	4.34325	-0.0289058	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.19239
-4.55908	2.17862	5.33646	4.3415	-0.027869	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.570787
-4.66809	1.94811	5.31714	4.31721	-0.0797953	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.0782
-4.78617	1.66933	5.40014	4.31408	-0.0761617	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.36685
-4.9101	1.41791	5.43234	4.29805	-0.100082	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.447018
-4.96668	1.1913	5.33509	4.30432	-0.0921903	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	5.17205
-5.05983	0.980833	5.24811	4.30063	-0.0885549	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.18647
-5.11863	0.754618	5.17558	4.30641	-0.0809664	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.90413
-5.21534	0.45159	5.31223	4.31302	-0.0714777	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.26811
-5.28931	0.214433	5.27116	4.31619	-0.0659812	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.54213
-5.39853	-0.0163699	5.2267	4.31755	-0.0463852	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.81462
-5.46869	-0.251359	5.18978	4.32254	-0.0399255	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.57334
-5.58806	-0.426214	5.09386	4.29567	-0.0790012	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.64819
-5.72299	-0.605758	5.0183	4.26964	-0.107992	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.45545
-5.83851	-0.838592	5.09799	4.2497	-0.145366	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.56212
-5.93491	-1.11381	5.17171	4.26009	-0.121091	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.58062
-6.02416	-1.3869	5.23103	4.27167	-0.0982746	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.83458
-6.16274	-1.59295	5.19601	4.25053	-0.119305	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.08905
-6.30619	-1.83743	5.32644	4.22416	-0.164684	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	3.83627
-6.41356	-2.0903	5.34581	4.2267	-0.150751	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.433928
-6.56403	-2.29098	5.28535	4.20388	-0.16767	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.22184
-6.71429	-2.49922	5.26239	4.18267	-0.184346	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.526291
-6.86979	-2.71251	5.26583	4.16153	-0.201159	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.12763
-6.96272	-2.98546	5.31476	4.18051	-0.163339	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.34811
-7.09103	-3.20805	5.26901	4.17648	-0.153564	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.324516
-7.2159	-3.39851	5.2059	4.16157	-0.164887	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.45291
-7.36191	-3.6499	5.2553	4.15987	-0.154202	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.40675
-7.52103	-3.77955	5.12642	4.11748	-0.201654	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.91688
-7.66594	-3.98891	5.14535	4.10483	-0.207558	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.480549
-7.82034	-4.21957	5.18042	4.09848	-0.201448	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.521843
-7.97146	-4.4384	5.18653	4.09102	-0.197094	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.393456
-8.13321	-4.67934	5.23856	4.08749	-0.187717	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.20562
-8.27266	-4.87785	5.11844	4.08524	-0.1703	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.37815
-8.4042	-5.096	5.11983	4.08677	-0.157707	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.277808
-8.55162	-5.25617	4.99219	4.06924	-0.165615	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.5389
-8.74065	-5.45551	5.02374	4.04814	-0.180867	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.82001
-8.90093	-5.65079	5.0155	4.03751	-0.182024	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.265063
-9.05643	-5.83639	5.00173	4.026	-0.185294	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.0887392
-9.19624	-5.98632	4.87593	4.01201	-0.188804	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.59549
-9.37144	-6.08479	4.77866	3.96815	-0.233284	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	4.16855
-9.54878	-6.26716	4.81588	3.9536	-0.237197	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.06352
-9.68711	-6.47876	4.83738	3.96402	-0.209312	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.672613
-9.91095	-6.64107	4.94338	3.9266	-0.245663	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	7.2234
-10.114	-6.80849	4.96223	3.90309	-0.259122	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.700677
-10.3	-6.97027	4.99051	3.88468	-0.267196	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.940053
-10.5306	-7.15566	5.05696	3.86271	-0.276581	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.7758
-10.7369	-7.29676	5.05989	3.8348	-0.294571	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.7943
-10.9846	-7.46242	5.12088	3.80554	-0.311307	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.59427
-11.1726	-7.60018	5.04796	3.78791	-0.313765	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.30701
-11.3207	-7.75533	4.99305	3.79064	-0.29219	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.09512
-11.5158	-7.88072	4.94863	3.76848	-0.301675	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.7335
-11.6942	-7.98459	4.88448	3.74513	-0.312738	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	2.88132
-11.8854	-8.09597	4.77367	3.72239	-0.321583	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.46674
-12.0987	-8.18645	4.75431	3.68752	-0.344654	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.595273
-12.3286	-8.31647	4.90041	3.66798	-0.346116	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.88779
-12.5317	-8.398	4.85579	3.6375	-0.362689	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.65982
-12.7349	-8.48373	4.75244	3.60948	-0.376383	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.54242
-13.0149	-8.57476	4.82909	3.56721	-0.403596	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.3978
-13.2667	-8.67559	4.92379	3.54238	-0.406988	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.81045
-13.488	-8.7233	4.8852	3.50424	-0.42899	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.77486
-13.6996	-8.76489	4.7495	3.46457	-0.455578	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.55999
-13.9264	-8.8763	4.77292	3.45829	-0.435423	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	1.02025
-14.1835	-8.96641	4.9258	3.44353	-0.421088	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.92701
-14.4077	-9.08035	4.93009	3.44388	-0.395387	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.7242
-14.6359	-9.15122	4.89056	3.42406	-0.397123	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.323265
-14.9248	-9.14894	4.94223	3.3637	-0.444993	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.9713
-15.1856	-9.22088	4.9825	3.34721	-0.437456	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.51493
